region_id,patient_id,dataset,n_cells,tumor_high_score_used,tumor_high_label_v2,cd8_high_score_used,cd8_high_label_v2,cd8_clustering_score_used,cd8_clustering_label_v2,tumor_stroma_mixing_score_used,tumor_stroma_mixing_label_v2,interface_immune_score_used,interface_immune_label_v2,immune_exclusion_score_used,immune_exclusion_label_v2
UPMC_c001_v001_r001_reg021,67630.0,UPMC_HNC,6200.0,0.2854838709677419,0.0,0.1030645161290322,1.0,0.0067164293515609,1.0,0.0129694619843197,1.0,-0.0519715574878008,,-0.0848898838079506,
UPMC_c001_v001_r001_reg022,67678.0,UPMC_HNC,5036.0,0.4861000794281175,1.0,0.0131056393963463,0.0,0.0176846223152926,1.0,0.0140551958105139,1.0,0.0025961535753118,,0.5632636982362696,1.0
UPMC_c001_v001_r001_reg023,67654.0,UPMC_HNC,3580.0,0.4513966480446927,1.0,0.0203910614525139,0.0,-0.0116760324438776,,-0.0295045526969477,0.0,0.0828496317267318,1.0,-0.0027322440471958,
UPMC_c001_v001_r001_reg024,67680.0,UPMC_HNC,4744.0,0.4962057335581787,1.0,0.0265598650927487,0.0,0.1060010826980647,1.0,-0.0094611092672911,0.0,-0.1933259824723039,0.0,-0.2058929613357236,0.0
UPMC_c001_v001_r001_reg026,67693.0,UPMC_HNC,3791.0,0.4740174096544447,1.0,0.0857293590081772,1.0,0.0029067599806839,,-0.0292156383118693,0.0,0.1355089376216236,1.0,0.3071928346991323,1.0
UPMC_c001_v001_r001_reg027,67650.0,UPMC_HNC,4571.0,0.3113104353533144,0.0,0.0557864799824983,0.0,0.0160402827006974,1.0,-0.0622813276377488,0.0,-0.00688773827815,,0.5612124306260728,1.0
UPMC_c001_v001_r001_reg034,67694.0,UPMC_HNC,6417.0,0.5731650303880318,1.0,0.0144927536231884,0.0,-0.017704572400158,0.0,0.0252013763741733,1.0,-0.1384864327227538,0.0,-0.1530056029730667,0.0
UPMC_c001_v001_r001_reg033,67692.0,UPMC_HNC,5357.0,0.5932424864663057,1.0,0.0319208512226992,0.0,-0.0177209954129714,0.0,0.0032056292555589,,0.0534193644866271,,-0.1344407620623451,0.0
UPMC_c001_v001_r001_reg032,67655.0,UPMC_HNC,7445.0,0.6185359301544661,1.0,0.05721961047683,0.0,0.0853404848094152,1.0,-0.0025586268383145,,0.1305472280341316,1.0,0.5288528186244459,1.0
UPMC_c001_v001_r001_reg030,67652.0,UPMC_HNC,5189.0,0.7298130661013683,1.0,0.0215841202543842,0.0,0.0142362518457405,1.0,0.0091336436761305,,-0.0532108330785951,,0.2596675471296182,1.0
UPMC_c001_v001_r001_reg029,67695.0,UPMC_HNC,3786.0,0.3365029054410988,0.0,0.0406761753829899,0.0,-0.0215889646301375,0.0,0.000656205193394,,-0.0604420187087316,,-0.0878890212527555,
UPMC_c001_v001_r001_reg028,67657.0,UPMC_HNC,1395.0,0.5541218637992832,1.0,0.0351254480286738,0.0,0.0114484509332876,1.0,0.0113252876264414,1.0,0.1972978027981117,1.0,-0.0415912731348168,
UPMC_c001_v001_r001_reg035,67625.0,UPMC_HNC,4967.0,0.4761425407690759,1.0,0.0557680692570968,0.0,-0.0140691612295,,-0.0167701074445071,0.0,0.1710866291366247,1.0,0.1627204677627529,1.0
UPMC_c001_v001_r001_reg036,67631.0,UPMC_HNC,4628.0,0.4291270527225583,1.0,0.0229040622299049,0.0,0.0231175932445235,1.0,0.0409686274159848,1.0,-0.099977723544511,0.0,-0.1945809986411976,0.0
UPMC_c001_v001_r001_reg037,67680.0,UPMC_HNC,4807.0,0.3345121697524443,0.0,0.0468067401705845,0.0,0.0388042873883932,1.0,-0.007517639456252,,-0.1100592545885557,0.0,-0.1348929373891517,0.0
UPMC_c001_v001_r001_reg039,67663.0,UPMC_HNC,1670.0,0.4239520958083832,1.0,0.0167664670658682,0.0,-0.0356448842127001,0.0,0.0095226163740322,1.0,0.1461957441679787,1.0,0.1256147252881524,1.0
UPMC_c001_v001_r001_reg040,67629.0,UPMC_HNC,1907.0,0.5007865757734662,1.0,0.0419507079181961,0.0,0.0031229033020275,,-0.0100812269379484,0.0,0.0192267688421589,,0.1142327316590973,1.0
UPMC_c001_v001_r001_reg041,67661.0,UPMC_HNC,3606.0,0.5044370493621742,1.0,0.0313366611203549,0.0,-0.0124637777657618,,0.0139368071190344,1.0,-0.0823386793008366,,-0.1895371762563468,0.0
UPMC_c002_v001_r001_reg001,67655.0,UPMC_HNC,6288.0,0.6574427480916031,1.0,0.0500954198473282,0.0,0.1130430118727996,1.0,0.0062973489679443,,-0.160874756044448,0.0,-0.0545177165523707,
UPMC_c002_v001_r001_reg002,67694.0,UPMC_HNC,4171.0,0.1999520498681371,0.0,0.1690242148165907,1.0,-0.0030718272495575,,0.0140745637487836,1.0,0.1492808281797027,1.0,0.1617134056678712,1.0
UPMC_c002_v001_r001_reg004,67674.0,UPMC_HNC,8843.0,0.2607712314825285,0.0,0.1216781635191677,1.0,-0.000880974940327,,0.007156060735513,,-0.0934680490877676,0.0,-0.11544008023006,
UPMC_c002_v001_r001_reg005,67655.0,UPMC_HNC,8301.0,0.2749066377544874,0.0,0.0690278279725334,1.0,0.0016033533918831,,0.0099794400867857,1.0,0.1382128890391566,1.0,0.0978054620974762,1.0
UPMC_c002_v001_r001_reg006,67680.0,UPMC_HNC,6652.0,0.4150631389055923,0.0,0.0285628382441371,0.0,0.0656148061781807,1.0,-0.001785846851928,,-0.1544446189700135,0.0,-0.1289232483270577,0.0
UPMC_c002_v001_r001_reg007,67631.0,UPMC_HNC,5243.0,0.4577531947358382,1.0,0.0143047873354949,0.0,-0.0189980406687592,0.0,-0.0070571118220329,,-0.0404560970187604,,0.0916422465445044,1.0
UPMC_c002_v001_r001_reg008,67655.0,UPMC_HNC,8146.0,0.2881168671740731,0.0,0.0595384237662656,1.0,0.0363938218191154,1.0,-0.0071801912613309,,0.0736929587563322,1.0,0.1268118112757991,1.0
UPMC_c002_v001_r001_reg009,67665.0,UPMC_HNC,1489.0,0.2323707186030893,0.0,0.0248488918737407,0.0,-0.023908367826487,0.0,0.0017429839274789,,0.2011279777201201,1.0,0.3107172579814509,1.0
UPMC_c002_v001_r001_reg015,67680.0,UPMC_HNC,4335.0,0.4089965397923875,0.0,0.0191464821222606,0.0,0.0047838879472318,,-0.0029586470062911,,-0.0880862324765081,,-0.0023983737320277,
UPMC_c002_v001_r001_reg014,67653.0,UPMC_HNC,5109.0,0.4190643961636328,0.0,0.0060677236249755,0.0,-0.0150657306490381,,-0.0418416145196706,0.0,0.0286641276247184,,0.4961020820301303,1.0
UPMC_c002_v001_r001_reg013,67631.0,UPMC_HNC,6366.0,0.3726044612001257,0.0,0.0356581841030474,0.0,0.040346200038115,1.0,-0.016741967842185,0.0,0.0297527807498866,,0.1042207893920432,1.0
UPMC_c002_v001_r001_reg012,67653.0,UPMC_HNC,6017.0,0.4502243643011467,1.0,0.0131294665115506,0.0,-0.0120008787153174,,-0.0144031236870152,0.0,-0.0328187983872365,,0.0472581148111675,1.0
UPMC_c002_v001_r001_reg010,67673.0,UPMC_HNC,6087.0,0.4003614259898143,0.0,0.0384425825529817,0.0,0.0075026463899602,1.0,-0.002799425989797,,0.1040508497436311,1.0,-0.0207077248661027,
UPMC_c002_v001_r001_reg018,67653.0,UPMC_HNC,2421.0,0.4737711689384551,1.0,0.0743494423791821,1.0,-0.0051288172420381,,-0.0346701901573892,0.0,0.2921146901286766,1.0,0.2998161759622622,1.0
UPMC_c002_v001_r001_reg019,67663.0,UPMC_HNC,2920.0,0.3910958904109589,0.0,0.0476027397260273,0.0,0.0009979177750719,,-0.0377479587883809,0.0,0.2357481434990089,1.0,0.3333916627257051,1.0
UPMC_c002_v001_r001_reg021,67628.0,UPMC_HNC,6717.0,0.2782492184010719,0.0,0.0827750483846955,1.0,-0.0152908721318301,,0.0372567557135071,1.0,-0.1310208735968576,0.0,-0.1236469459087583,0.0
UPMC_c002_v001_r001_reg022,67661.0,UPMC_HNC,6602.0,0.6541956982732505,1.0,0.0351408664041199,0.0,0.0035038914952592,,0.0274928556132915,1.0,-0.0747034214947859,,-0.1616032968535809,0.0
UPMC_c002_v001_r001_reg023,67655.0,UPMC_HNC,6752.0,0.5322867298578199,1.0,0.0389514218009478,0.0,0.0251936063698853,1.0,-0.022086841416184,0.0,0.118270097619331,1.0,0.3296119873512344,1.0
UPMC_c002_v001_r001_reg024,67666.0,UPMC_HNC,5632.0,0.4760298295454545,1.0,0.0205965909090909,0.0,-0.0195576050192972,0.0,0.0062299178802333,,-0.0952841601455993,0.0,-0.1912332344066669,0.0
UPMC_c002_v001_r001_reg025,67683.0,UPMC_HNC,5416.0,0.2692023633677991,0.0,0.1094903988183161,1.0,-0.0058407453595184,,0.0125588946505014,1.0,-0.1357970298763314,0.0,-0.1153483319746206,
UPMC_c002_v001_r001_reg026,67628.0,UPMC_HNC,5058.0,0.4043100039541321,0.0,0.0415183867141162,0.0,-0.0177091818576114,0.0,-0.0229755446241509,0.0,0.1995208180557335,1.0,-0.1041586855159823,
UPMC_c002_v001_r001_reg035,67692.0,UPMC_HNC,2239.0,0.5212148280482358,1.0,0.0308173291648057,0.0,-0.0042711976921046,,-0.0092904924374043,0.0,0.165792498205228,1.0,-0.181440290139878,0.0
UPMC_c002_v001_r001_reg032,67673.0,UPMC_HNC,5252.0,0.2934120335110434,0.0,0.0376999238385377,0.0,0.0043307443092823,,0.0243636164403709,1.0,-0.0324824987376836,,-0.088045569491514,
UPMC_c002_v001_r001_reg030,67625.0,UPMC_HNC,5831.0,0.5909792488423941,1.0,0.0675698850968959,1.0,-0.0341936114783147,0.0,-0.0003903920224308,,-0.1383404538002907,0.0,-0.1116093983533028,
UPMC_c002_v001_r001_reg029,67692.0,UPMC_HNC,7825.0,0.5557827476038338,1.0,0.0523961661341853,0.0,-0.0102791606733605,,-0.0047047929233379,,0.0197884415200196,,-0.0722643843693208,
UPMC_c002_v001_r001_reg028,67681.0,UPMC_HNC,5134.0,0.5348656018698871,1.0,0.0257109466303077,0.0,-0.0220808919577819,0.0,-0.0095640702548515,0.0,-0.040590861307368,,-0.1013186733373242,
UPMC_c002_v001_r001_reg027,67678.0,UPMC_HNC,6263.0,0.5674596838575763,1.0,0.0217148331470541,0.0,0.0146736904951916,1.0,-0.0218862216949151,0.0,0.1046604497388318,1.0,-0.1252490418705588,0.0
UPMC_c003_v001_r001_reg002,67695.0,UPMC_HNC,3718.0,0.4690693921463152,1.0,0.0260892953200645,0.0,-0.0297874385299136,0.0,0.0170869627800947,1.0,-0.0402226704508627,,-0.0053175292094635,
UPMC_c003_v001_r001_reg003,67629.0,UPMC_HNC,3364.0,0.4551129607609988,1.0,0.0419143876337693,0.0,0.0036287028888664,,-0.0238952908576993,0.0,0.2875177203398836,1.0,-0.0666036290234497,
UPMC_c003_v001_r001_reg004,67661.0,UPMC_HNC,6088.0,0.6425755584756899,1.0,0.032358738501971,0.0,0.0056097909837911,1.0,0.0186349515821851,1.0,-0.0943861277333873,0.0,-0.161396110940005,0.0
UPMC_c003_v001_r001_reg005,67657.0,UPMC_HNC,6790.0,0.5366715758468336,1.0,0.012960235640648,0.0,-0.0089482585514549,,0.0115993258414093,1.0,-0.1565078717527714,0.0,-0.2040769444913038,0.0
UPMC_c003_v001_r001_reg006,67653.0,UPMC_HNC,4282.0,0.3853339560952826,0.0,0.0670247547874824,1.0,0.0165563919863314,1.0,0.0385719139459982,1.0,-0.0995925102773367,0.0,-0.1060345961406268,
UPMC_c003_v001_r001_reg007,67655.0,UPMC_HNC,7213.0,0.4647164841258838,1.0,0.0754193816719811,1.0,0.0337056575727769,1.0,-0.0365790617861304,0.0,0.1892409480386165,1.0,0.173010485070829,1.0
UPMC_c003_v001_r001_reg008,67622.0,UPMC_HNC,3955.0,0.420480404551201,0.0,0.0343868520859671,0.0,-0.0110670651446471,,0.022590655588097,1.0,0.0075712195295519,,-0.0703937557923857,
UPMC_c003_v001_r001_reg015,67663.0,UPMC_HNC,2778.0,0.3783297336213103,0.0,0.0511159107271418,0.0,0.0235879731413388,1.0,-0.0179544440770576,0.0,-0.0269141609547412,,-0.1406058754864148,0.0
UPMC_c003_v001_r001_reg011,67650.0,UPMC_HNC,5527.0,0.4356793920752668,1.0,0.0265967070743622,0.0,-0.0138311160882998,,-0.0346216875196206,0.0,0.1984787807862262,1.0,0.0618662873320023,1.0
UPMC_c003_v001_r001_reg010,67625.0,UPMC_HNC,2959.0,0.4072321730314295,0.0,0.042244001351808,0.0,0.0035332465031513,,0.0116259030420811,1.0,-0.1599056111233898,0.0,-0.0987091462816507,
UPMC_c003_v001_r001_reg017,67622.0,UPMC_HNC,2253.0,0.4225477141588992,1.0,0.0248557478916999,0.0,-0.0253080880934198,0.0,0.0833571732217667,1.0,-0.0803215320904846,,-0.1680841241580872,0.0
UPMC_c003_v001_r001_reg018,67653.0,UPMC_HNC,1926.0,0.4813084112149532,1.0,0.0784008307372793,1.0,0.0220698153066325,1.0,-0.0254571270977794,0.0,0.239006645500805,1.0,0.3066164871596314,1.0
UPMC_c003_v001_r001_reg021,67680.0,UPMC_HNC,5312.0,0.4956701807228915,1.0,0.018637048192771,0.0,-0.0236707003832169,0.0,-0.0008247147126411,,-0.0435648800414718,,-0.2159159550535067,0.0
UPMC_c003_v001_r001_reg022,67692.0,UPMC_HNC,7963.0,0.5572020595253045,1.0,0.0627904056260203,1.0,-0.0199329037205156,0.0,-0.00054778914521,,-0.0091328857029603,,-0.121226144450546,0.0
UPMC_c003_v001_r001_reg030,67692.0,UPMC_HNC,3447.0,0.4087612416594139,0.0,0.0438062082970699,0.0,-0.0112985028180704,,0.0192527524177368,1.0,-0.0936757123322115,0.0,-0.1673568799737126,0.0
UPMC_c003_v001_r001_reg028,67678.0,UPMC_HNC,4809.0,0.5801621958827199,1.0,0.0201705136202952,0.0,0.0163178081028642,1.0,-0.0064363079913647,,-0.0316272774127354,,-0.1571255197354298,0.0
UPMC_c003_v001_r001_reg027,67628.0,UPMC_HNC,3345.0,0.5013452914798207,1.0,0.0445440956651718,0.0,0.0314971257039777,1.0,0.0017622766599824,,0.2839988021131399,1.0,0.2336918942345987,1.0
UPMC_c003_v001_r001_reg026,67639.0,UPMC_HNC,5328.0,0.4316816816816817,1.0,0.0497372372372372,0.0,-0.0004632995244468,,-0.0043448060978894,,-0.1858210523357855,0.0,-0.1510638725947413,0.0
UPMC_c003_v001_r001_reg025,67694.0,UPMC_HNC,6129.0,0.5302659487681514,1.0,0.0081579376733561,0.0,-0.0105331443750273,,0.0057114751974579,,-0.1756589639340582,0.0,-0.1826409661600003,0.0
UPMC_c003_v001_r001_reg024,67666.0,UPMC_HNC,1362.0,0.5205580029368576,1.0,0.0513950073421439,0.0,0.0056310888278341,1.0,-0.0363353329341052,0.0,0.2467247375470278,1.0,0.0011490479673959,
UPMC_c003_v001_r001_reg023,67663.0,UPMC_HNC,4655.0,0.2910848549946294,0.0,0.0305048335123523,0.0,-0.003780996550818,,0.0012268589288258,,-0.1341971233049412,0.0,-0.2036913893532295,0.0
UPMC_c004_v001_r001_reg001,67658.0,UPMC_HNC,11554.0,0.3552016617621603,0.0,0.0731348450752986,1.0,-0.0141743556883792,,-0.0124234186277992,0.0,0.1928730179886137,1.0,0.0677774282565993,1.0
UPMC_c004_v001_r001_reg002,67649.0,UPMC_HNC,5429.0,0.4022840302081414,0.0,0.1235955056179775,1.0,-0.0122414268126671,,0.0012146970073363,,-0.0130669824074213,,-0.0227393541575801,
UPMC_c004_v001_r001_reg003,67638.0,UPMC_HNC,11622.0,0.4221304422646704,1.0,0.1673550163483049,1.0,-0.0173570702093203,0.0,-0.0078766489589836,0.0,-0.0369420966565472,,0.0210253376003201,
UPMC_c004_v001_r001_reg004,67635.0,UPMC_HNC,7953.0,0.4004778071168112,0.0,0.1023513139695712,1.0,0.0414553491955925,1.0,-0.016339534692098,0.0,0.217355080398377,1.0,0.2890203909712586,1.0
UPMC_c004_v001_r001_reg005,67699.0,UPMC_HNC,10781.0,0.7133846581949727,1.0,0.1048140246730359,1.0,-0.0055533593874649,,0.0109113086735418,1.0,0.0022820941220286,,-0.0499927838753022,
UPMC_c004_v001_r001_reg012,67697.0,UPMC_HNC,2927.0,0.1766313631704817,0.0,0.0423641954219337,0.0,-0.0224595241943322,0.0,0.0259539128439134,1.0,0.1826995744907571,1.0,-0.0919980908364165,
UPMC_c004_v001_r001_reg011,67690.0,UPMC_HNC,6311.0,0.6189193471716051,1.0,0.0367612105846933,0.0,0.0520047698379264,1.0,-0.0085268321744082,0.0,-0.121114644597968,0.0,-0.1100659749369183,
UPMC_c004_v001_r001_reg010,67691.0,UPMC_HNC,4417.0,0.3033733303146932,0.0,0.0498075616934571,0.0,-0.0105832401677633,,0.0047848226722331,,-0.0149988973284996,,-0.04426917273971,
UPMC_c004_v001_r001_reg008,67647.0,UPMC_HNC,11109.0,0.714825816905212,1.0,0.0132325141776937,0.0,-0.0274566872707422,0.0,0.0177031887029076,1.0,-0.1227542333214275,0.0,-0.1685323468388547,0.0
UPMC_c004_v001_r001_reg013,67634.0,UPMC_HNC,5825.0,0.4346781115879828,1.0,0.0803433476394849,1.0,0.0412592450977058,1.0,-0.0154605918448612,0.0,0.0854099510452211,1.0,0.2518004621050095,1.0
UPMC_c004_v001_r001_reg014,67632.0,UPMC_HNC,3870.0,0.4736434108527131,1.0,0.0129198966408268,0.0,-0.0134901981123629,,-0.041833912906206,0.0,0.1803391513369335,1.0,0.2328475459644264,1.0
UPMC_c004_v001_r001_reg016,67686.0,UPMC_HNC,16743.0,0.1468673475482291,0.0,0.0939497103267037,1.0,-0.0141051829953716,,0.0185349257554401,1.0,-0.0933047542519223,,-0.1689514978003345,0.0
UPMC_c004_v001_r001_reg017,67685.0,UPMC_HNC,6155.0,0.5033306255077173,1.0,0.0758732737611697,1.0,-0.0019219210603717,,-0.005844920703965,,-0.0644298720089469,,-0.078566253427376,
UPMC_c004_v001_r001_reg024,67644.0,UPMC_HNC,8892.0,0.6233693207377418,1.0,0.0410481331533963,0.0,0.0390057602996893,1.0,0.0119884369712294,1.0,0.0154934464828326,,-0.0765465607881458,
UPMC_c004_v001_r001_reg023,67645.0,UPMC_HNC,7366.0,0.4674178658702145,1.0,0.0972033668205267,1.0,-0.0036152687902079,,0.0049748212838798,,-0.0485226776143554,,-0.114353201793252,
UPMC_c004_v001_r001_reg022,67646.0,UPMC_HNC,10997.0,0.6778212239701736,1.0,0.0205510593798308,0.0,-0.0081993675283616,,0.005255699562551,,0.1904847966993428,1.0,0.0369968665091816,
UPMC_c004_v001_r001_reg021,67668.0,UPMC_HNC,6742.0,0.3685849896173242,0.0,0.0479086324532779,0.0,-0.0203367423404012,0.0,-0.023138158482225,0.0,0.0709783431086718,1.0,-0.1408447024280714,0.0
UPMC_c004_v001_r001_reg020,67679.0,UPMC_HNC,11222.0,0.2405988237390839,0.0,0.1042594902869363,1.0,0.0203868616395881,1.0,-0.0085465156278011,0.0,0.0467946077210374,,-0.0840655160107552,
UPMC_c004_v001_r001_reg025,67634.0,UPMC_HNC,6596.0,0.4790782292298363,1.0,0.0388114008489993,0.0,-0.0104578504534117,,-0.0108141600134209,0.0,-0.0523432650959769,,-0.006215914789267,
UPMC_c004_v001_r001_reg026,67632.0,UPMC_HNC,5291.0,0.5526365526365526,1.0,0.0119070119070119,0.0,-0.0051021699098698,,0.0094162243357319,1.0,-0.1573566543189783,0.0,0.0401622416956098,
